Row;s_RTS_code;e_full_name;s_sec_type_name_dop;s_sec_form_name_full;s_zagolovok_adr;s_ISIN_code;s_CFI_code;s_trade_lot;s_step_price;s_currency_kotir;s_trade_in_date;Торговый календарь
380;CORR;CorEnergy Infrastructure Trust, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US21870U5020;;1,00;0,01;USD;21.01.2020 0:00:00;Эмитенты с листингом в США
381;CORT;Corcept Therapeutics Incorporated;Акции;Акции иностранного эмитента обыкновенные;;US2183521028;;1,00;0,01;USD;31.10.2019 0:00:00;Эмитенты с листингом в США
382;COST;Costco Wholesale Corporation;Акции;Акции иностранного эмитента обыкновенные;;US22160K1051;;1,00;0,01;USD;26.04.2017 0:00:00;Эмитенты с листингом в США
383;COTY;Coty Inc.;Акции;Акции иностранного эмитента обыкновенные класса A;;US2220702037;;1,00;0,01;USD;09.08.2018 0:00:00;Эмитенты с листингом в США
384;COUP;Coupa Software Incorporated;Акции;Акции иностранного эмитента обыкновенные;;US22266L1061;;1,00;0,01;USD;11.06.2019 0:00:00;Эмитенты с листингом в США
385;COUR;Coursera, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US22266M1045;;1,00;0,01;USD;03.05.2021 0:00:00;Эмитенты с листингом в США
386;COWN;Cowen Inc.;Акции;Акции иностранного эмитента обыкновенные класса A;;US2236226062;;1,00;0,01;USD;01.06.2021 0:00:00;Эмитенты с листингом в США
387;CP;Canadian Pacific Railway Limited;Акции;Акции иностранного эмитента обыкновенные;;CA13645T1003;;1,00;0,01;USD;21.12.2021 0:00:00;Эмитенты с листингом в США
388;CPB;Campbell Soup Company;Акции;Акции иностранного эмитента обыкновенные;;US1344291091;;1,00;0,01;USD;26.04.2017 0:00:00;Эмитенты с листингом в США
389;CPNG;Coupang, Inc.;Акции;Акции иностранного эмитента обыкновенные класса A;;US22266T1097;;1,00;0,01;USD;03.05.2021 0:00:00;Эмитенты с листингом в США
390;CPRI;Capri Holdings Limited;Акции;Акции иностранного эмитента обыкновенные;;VGG1890L1076;;1,00;0,01;USD;01.06.2017 0:00:00;Эмитенты с листингом в США
391;CPRT;Copart, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US2172041061;;1,00;0,01;USD;28.02.2019 0:00:00;Эмитенты с листингом в США
392;CPS;Cooper-Standard Holdings Inc.;Акции;Акции иностранного эмитента обыкновенные;;US21676P1030;;1,00;0,01;USD;11.06.2019 0:00:00;Эмитенты с листингом в США
393;CPT;Camden Property Trust;Акции;Акции иностранного эмитента обыкновенные;;US1331311027;;1,00;0,01;USD;26.10.2021 0:00:00;Эмитенты с листингом в США
394;CR;Crane Co.;Акции;Акции иностранного эмитента обыкновенные;;US2243991054;;1,00;0,01;USD;28.02.2019 0:00:00;Эмитенты с листингом в США
395;CRI;Carter's, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US1462291097;;1,00;0,01;USD;31.01.2019 0:00:00;Эмитенты с листингом в США
396;CRL;Charles River Laboratories International, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US1598641074;;1,00;0,01;USD;04.04.2019 0:00:00;Эмитенты с листингом в США
397;CRM;salesforce.com, inc.;Акции;Акции иностранного эмитента обыкновенные;;US79466L3024;;1,00;0,01;USD;26.04.2017 0:00:00;Эмитенты с листингом в США
398;CRMT;America’s Car-Mart, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US03062T1051;;1,00;0,01;USD;11.06.2019 0:00:00;Эмитенты с листингом в США
399;CRNC;Cerence Inc.;Акции;Акции иностранного эмитента обыкновенные;;US1567271093;;1,00;0,01;USD;26.10.2021 0:00:00;Эмитенты с листингом в США
400;CROX;Crocs, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US2270461096;;1,00;0,01;USD;05.08.2019 0:00:00;Эмитенты с листингом в США
401;CRS;Carpenter Technology Corporation;Акции;Акции иностранного эмитента обыкновенные;;US1442851036;;1,00;0,01;USD;28.02.2019 0:00:00;Эмитенты с листингом в США
402;CRSP;CRISPR Therapeutics AG;Акции;Акции иностранного эмитента обыкновенные;;CH0334081137;;1,00;0,01;USD;10.06.2021 0:00:00;Эмитенты с листингом в США
403;CRSR;Corsair Gaming, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US22041X1028;;1,00;0,01;USD;09.07.2021 0:00:00;Эмитенты с листингом в США
404;CRTX;Cortexyme, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US22053A1079;;1,00;0,01;USD;29.07.2020 0:00:00;Эмитенты с листингом в США
405;CRUS;Cirrus Logic, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US1727551004;;1,00;0,01;USD;04.04.2019 0:00:00;Эмитенты с листингом в США
406;CRVL;CorVel Corporation;Акции;Акции иностранного эмитента обыкновенные;;US2210061097;;1,00;0,01;USD;11.06.2019 0:00:00;Эмитенты с листингом в США
407;CRWD;CrowdStrike Holdings, Inc.;Акции;Акции иностранного эмитента обыкновенные класса A;;US22788C1053;;1,00;0,01;USD;29.07.2020 0:00:00;Эмитенты с листингом в США
408;CSCO;Cisco Systems, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US17275R1023;ESVUFR;1,00;0,01;USD;28.11.2014 0:00:00;Эмитенты с листингом в США
409;CSGP;CoStar Group, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US22160N1090;;1,00;0,01;USD;05.08.2019 0:00:00;Эмитенты с листингом в США
410;CSGS;CSG Systems International, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US1263491094;;1,00;0,01;USD;29.07.2020 0:00:00;Эмитенты с листингом в США
411;CSII;Cardiovascular Systems, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US1416191062;;1,00;0,01;USD;31.10.2019 0:00:00;Эмитенты с листингом в США
412;CSL;Carlisle Companies Incorporated;Акции;Акции иностранного эмитента обыкновенные;;US1423391002;;1,00;0,01;USD;31.01.2019 0:00:00;Эмитенты с листингом в США
413;CSWI;CSW Industrials, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US1264021064;;1,00;0,01;USD;11.06.2019 0:00:00;Эмитенты с листингом в США
414;CSX;CSX Corporation;Акции;Акции иностранного эмитента обыкновенные;;US1264081035;;1,00;0,01;USD;18.05.2020 0:00:00;Эмитенты с листингом в США
415;CTAS;Cintas Corporation;Акции;Акции иностранного эмитента обыкновенные;;US1729081059;;1,00;0,01;USD;06.10.2016 0:00:00;Эмитенты с листингом в США
416;CTLT;Catalent, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US1488061029;;1,00;0,01;USD;31.10.2019 0:00:00;Эмитенты с листингом в США
417;CTRA;Coterra Energy Inc.;Акции;Акции иностранного эмитента обыкновенные;;US1270971039;;1,00;0,01;USD;26.04.2017 0:00:00;Эмитенты с листингом в США
418;CTSH;Cognizant Technology Solutions Corporation;Акции;Акции иностранного эмитента обыкновенные класса A;;US1924461023;;1,00;0,01;USD;26.04.2017 0:00:00;Эмитенты с листингом в США
419;CTVA;Corteva, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US22052L1044;;1,00;0,01;USD;10.06.2019 0:00:00;Эмитенты с листингом в США
420;CTXS;Citrix Systems, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US1773761002;;1,00;0,01;USD;26.04.2017 0:00:00;Эмитенты с листингом в США
421;CUBE;CubeSmart;Акции;Акции иностранного эмитента обыкновенные;;US2296631094;;1,00;0,01;USD;26.10.2021 0:00:00;Эмитенты с листингом в США
422;CVCO;Cavco Industries, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US1495681074;;1,00;0,01;USD;11.06.2019 0:00:00;Эмитенты с листингом в США
423;CVET;Covetrus, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US22304C1009;;1,00;0,01;USD;19.02.2019 0:00:00;Эмитенты с листингом в США
424;CVGW;Calavo Growers, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US1282461052;;1,00;0,01;USD;28.02.2019 0:00:00;Эмитенты с листингом в США
425;CVLT;Commvault Systems, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US2041661024;;1,00;0,01;USD;05.08.2019 0:00:00;Эмитенты с листингом в США
426;CVM;CEL-SCI Corporation;Акции;Акции иностранного эмитента обыкновенные;;US1508376076;;1,00;0,01;USD;01.06.2021 0:00:00;Эмитенты с листингом в США
427;CVNA;Carvana Co.;Акции;Акции иностранного эмитента обыкновенные класса A;;US1468691027;;1,00;0,01;USD;29.07.2020 0:00:00;Эмитенты с листингом в США
428;CVS;CVS Health Corporation;Акции;Акции иностранного эмитента обыкновенные;;US1266501006;;1,00;0,01;USD;26.04.2017 0:00:00;Эмитенты с листингом в США
429;CVX;Chevron Corporation;Акции;Акции иностранного эмитента обыкновенные;;US1667641005;ESVUFR;1,00;0,01;USD;28.11.2014 0:00:00;Эмитенты с листингом в США
430;CW;Curtiss-Wright Corporation;Акции;Акции иностранного эмитента обыкновенные;;US2315611010;;1,00;0,01;USD;18.05.2020 0:00:00;Эмитенты с листингом в США
431;CWEN;Clearway Energy, Inc.;Акции;Акции иностранного эмитента обыкновенные класса C;;US18539C2044;;1,00;0,01;USD;28.12.2021 0:00:00;Эмитенты с листингом в США
432;CWST;Casella Waste Systems, Inc.;Акции;Акции иностранного эмитента обыкновенные класса A;;US1474481041;;1,00;0,01;USD;13.10.2020 0:00:00;Эмитенты с листингом в США
433;CWT;California Water Service Group;Акции;Акции иностранного эмитента обыкновенные;;US1307881029;;1,00;0,01;USD;29.07.2020 0:00:00;Эмитенты с листингом в США
434;CYBR;CyberArk Software Ltd.;Акции;Акции иностранного эмитента обыкновенные;;IL0011334468;;1,00;0,01;USD;10.11.2021 0:00:00;Эмитенты с листингом в США
435;CYRX;Cryoport, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US2290503075;;1,00;0,01;USD;28.01.2022 0:00:00;Эмитенты с листингом в США
436;CYTK;Cytokinetics, Incorporated;Акции;Акции иностранного эмитента обыкновенные;;US23282W6057;;1,00;0,01;USD;28.01.2022 0:00:00;Эмитенты с листингом в США
437;D;Dominion Energy, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US25746U1097;;1,00;0,01;USD;14.01.2019 0:00:00;Эмитенты с листингом в США
438;DAL;Delta Air Lines, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US2473617023;ESVUFR;1,00;0,01;USD;28.11.2014 0:00:00;Эмитенты с листингом в США
439;DAR;Darling Ingredients Inc.;Акции;Акции иностранного эмитента обыкновенные;;US2372661015;;1,00;0,01;USD;31.10.2019 0:00:00;Эмитенты с листингом в США
440;DASH;DoorDash, Inc.;Акции;Акции иностранного эмитента обыкновенные класса A;;US25809K1051;;1,00;0,01;USD;31.12.2020 0:00:00;Эмитенты с листингом в США
441;DB1@DE;Deutsche Boerse Aktiengesellschaft;Акции;Акции иностранного эмитента обыкновенные;;DE0005810055;;1,00;0,01;EUR;29.09.2020 0:00:00;Эмитенты с листингом в ФРГ
442;DBK@DE;Deutsche Bank Aktiengesellschaft;Акции;Акции иностранного эмитента обыкновенные;;DE0005140008;;1,00;0,01;EUR;01.03.2021 0:00:00;Эмитенты с листингом в ФРГ
443;DBX;Dropbox, Inc.;Акции;Акции иностранного эмитента обыкновенные класса A;;US26210C1045;;1,00;0,01;USD;05.08.2019 0:00:00;Эмитенты с листингом в США
444;DCI;Donaldson Company, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US2576511099;;1,00;0,01;USD;18.05.2020 0:00:00;Эмитенты с листингом в США
445;DCPH;Deciphera Pharmaceuticals, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US24344T1016;;1,00;0,01;USD;29.07.2020 0:00:00;Эмитенты с листингом в США
446;DD;DuPont de Nemours, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US26614N1028;;1,00;0,01;USD;10.06.2019 0:00:00;Эмитенты с листингом в США
447;DDD;3D Systems Corporation;Акции;Акции иностранного эмитента обыкновенные;;US88554D2053;;1,00;0,01;USD;26.10.2021 0:00:00;Эмитенты с листингом в США
448;DDOG;Datadog, Inc.;Акции;Акции иностранного эмитента обыкновенные класса A;;US23804L1035;;1,00;0,01;USD;21.01.2020 0:00:00;Эмитенты с листингом в США
449;DDS;Dillard's, Inc.;Акции;Акции иностранного эмитента обыкновенные класса A;;US2540671011;;1,00;0,01;USD;31.01.2019 0:00:00;Эмитенты с листингом в США
450;DE;Deere & Company;Акции;Акции иностранного эмитента обыкновенные;;US2441991054;;1,00;0,01;USD;06.10.2016 0:00:00;Эмитенты с листингом в США
451;DECK;Deckers Outdoor Corporation;Акции;Акции иностранного эмитента обыкновенные;;US2435371073;;1,00;0,01;USD;31.01.2019 0:00:00;Эмитенты с листингом в США
452;DELL;Dell Technologies Inc.;Акции;Акции иностранного эмитента обыкновенные класса C;;US24703L2025;;1,00;0,01;USD;29.07.2020 0:00:00;Эмитенты с листингом в США
453;DFS;Discover Financial Services;Акции;Акции иностранного эмитента обыкновенные;;US2547091080;;1,00;0,01;USD;26.04.2017 0:00:00;Эмитенты с листингом в США
454;DG;Dollar General Corporation;Акции;Акции иностранного эмитента обыкновенные;;US2566771059;;1,00;0,01;USD;06.10.2016 0:00:00;Эмитенты с листингом в США
455;DGX;Quest Diagnostics Incorporated;Акции;Акции иностранного эмитента обыкновенные;;US74834L1008;;1,00;0,01;USD;26.04.2017 0:00:00;Эмитенты с листингом в США
456;DHER@DE;Delivery Hero SE;Акции;Акции иностранного эмитента обыкновенные;;DE000A2E4K43;;1,00;0,01;EUR;01.03.2021 0:00:00;Эмитенты с листингом в ФРГ
457;DHI;D.R. Horton, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US23331A1097;;1,00;0,01;USD;26.04.2017 0:00:00;Эмитенты с листингом в США
458;DHR;Danaher Corporation;Акции;Акции иностранного эмитента обыкновенные;;US2358511028;;1,00;0,01;USD;06.10.2016 0:00:00;Эмитенты с листингом в США
459;DIOD;Diodes Incorporated;Акции;Акции иностранного эмитента обыкновенные;;US2545431015;;1,00;0,01;USD;04.04.2019 0:00:00;Эмитенты с листингом в США
460;DIS;The Walt Disney Company;Акции;Акции иностранного эмитента обыкновенные;;US2546871060;;1,00;0,01;USD;25.03.2019 0:00:00;Эмитенты с листингом в США
461;DISCA;Discovery, Inc.;Акции;Акции иностранного эмитента обыкновенные серии A;;US25470F1049;;1,00;0,01;USD;26.04.2017 0:00:00;Эмитенты с листингом в США
462;DISCB;Discovery, Inc.;Акции;Акции иностранного эмитента обыкновенные серии B;;US25470F2039;;1,00;0,01;USD;11.06.2019 0:00:00;Эмитенты с листингом в США
463;DISCK;Discovery, Inc.;Акции;Акции иностранного эмитента обыкновенные серии C;;US25470F3029;;1,00;0,01;USD;26.04.2017 0:00:00;Эмитенты с листингом в США
464;DISH;DISH Network Corporation;Акции;Акции иностранного эмитента обыкновенные класса A;;US25470M1099;;1,00;0,01;USD;04.12.2020 0:00:00;Эмитенты с листингом в США
465;DK;Delek US Holdings, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US24665A1034;;1,00;0,01;USD;04.04.2019 0:00:00;Эмитенты с листингом в США
466;DKNG;DraftKings Inc.;Акции;Акции иностранного эмитента обыкновенные класса A;;US26142R1041;;1,00;0,01;USD;22.09.2020 0:00:00;Эмитенты с листингом в США
467;DKS;Dick's Sporting Goods, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US2533931026;;1,00;0,01;USD;04.04.2019 0:00:00;Эмитенты с листингом в США
468;DLB;Dolby Laboratories, Inc.;Акции;Акции иностранного эмитента обыкновенные класса A;;US25659T1079;;1,00;0,01;USD;04.04.2019 0:00:00;Эмитенты с листингом в США
469;DLO;DLocal Limited;Акции;Акции иностранного эмитента обыкновенные класса A;;KYG290181018;;1,00;0,01;USD;26.10.2021 0:00:00;Эмитенты с листингом в США
470;DLR;Digital Realty Trust, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US2538681030;;1,00;0,01;USD;31.08.2017 0:00:00;Эмитенты с листингом в США
471;DLTH;Duluth Holdings Inc.;Акции;Акции иностранного эмитента обыкновенные класса B;;US26443V1017;;1,00;0,01;USD;31.10.2019 0:00:00;Эмитенты с листингом в США
472;DLTR;Dollar Tree, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US2567461080;;1,00;0,01;USD;06.10.2016 0:00:00;Эмитенты с листингом в США
473;DLX;Deluxe Corporation;Акции;Акции иностранного эмитента обыкновенные;;US2480191012;;1,00;0,01;USD;28.02.2019 0:00:00;Эмитенты с листингом в США
474;DM;Desktop Metal, Inc.;Акции;Акции иностранного эмитента обыкновенные класса A;;US25058X1054;;1,00;0,01;USD;26.10.2021 0:00:00;Эмитенты с листингом в США
475;DME0223;DME Airport Designated Activity Company;Облигации;Облигации иностранного эмитента;;XS1772800204;;1,00;0,01;PCT;31.10.2018 0:00:00;Еврооблигации
476;DMTK;DermTech, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US24984K1051;;1,00;0,01;USD;01.06.2021 0:00:00;Эмитенты с листингом в США
477;DNB;Dun & Bradstreet Holdings, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US26484T1060;;1,00;0,01;USD;10.11.2021 0:00:00;Эмитенты с листингом в США
478;DNLI;Denali Therapeutics Inc.;Акции;Акции иностранного эмитента обыкновенные;;US24823R1059;;1,00;0,01;USD;31.10.2019 0:00:00;Эмитенты с листингом в США
479;DNMR;Danimer Scientific, Inc.;Акции;Акции иностранного эмитента обыкновенные класса A;;US2362721001;;1,00;0,01;USD;26.10.2021 0:00:00;Эмитенты с листингом в США
480;DNOW;NOW Inc.;Акции;Акции иностранного эмитента обыкновенные;;US67011P1003;;1,00;0,01;USD;05.08.2019 0:00:00;Эмитенты с листингом в США
481;DOCN;DigitalOcean Holdings, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US25402D1028;;1,00;0,01;USD;10.11.2021 0:00:00;Эмитенты с листингом в США
482;DOCS;Doximity, Inc.;Акции;Акции иностранного эмитента обыкновенные класса A;;US26622P1075;;1,00;0,01;USD;29.06.2021 0:00:00;Эмитенты с листингом в США
483;DOCU;DocuSign, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US2561631068;;1,00;0,01;USD;05.08.2019 0:00:00;Эмитенты с листингом в США
484;DORM;Dorman Products, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US2582781009;;1,00;0,01;USD;11.06.2019 0:00:00;Эмитенты с листингом в США
485;DOV;Dover Corporation;Акции;Акции иностранного эмитента обыкновенные;;US2600031080;;1,00;0,01;USD;06.10.2016 0:00:00;Эмитенты с листингом в США
486;DOW;Dow Inc.;Акции;Акции иностранного эмитента обыкновенные;;US2605571031;;1,00;0,01;USD;12.04.2019 0:00:00;Эмитенты с листингом в США
487;DPW@DE;Deutsche Post AG;Акции;Акции иностранного эмитента обыкновенные;;DE0005552004;;1,00;0,01;EUR;01.03.2021 0:00:00;Эмитенты с листингом в ФРГ
488;DPZ;Domino’s Pizza, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US25754A2015;;1,00;0,01;USD;18.05.2020 0:00:00;Эмитенты с листингом в США
489;DRE;Duke Realty Corporation;Акции;Акции иностранного эмитента обыкновенные;;US2644115055;;1,00;0,01;USD;04.12.2020 0:00:00;Эмитенты с листингом в США
490;DRI;Darden Restaurants, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US2371941053;;1,00;0,01;USD;26.04.2017 0:00:00;Эмитенты с листингом в США
491;DRQ;Dril-Quip, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US2620371045;;1,00;0,01;USD;04.04.2019 0:00:00;Эмитенты с листингом в США
492;DT;Dynatrace, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US2681501092;;1,00;0,01;USD;29.07.2020 0:00:00;Эмитенты с листингом в США
493;DTE@DE;Deutsche Telekom AG;Акции;Акции иностранного эмитента обыкновенные;;DE0005557508;;1,00;0,01;EUR;29.09.2020 0:00:00;Эмитенты с листингом в ФРГ
494;DUOL;Duolingo, Inc.;Акции;Акции иностранного эмитента обыкновенные класса A;;US26603R1068;;1,00;0,01;USD;28.12.2021 0:00:00;Эмитенты с листингом в США
495;DV;DoubleVerify Holdings, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US25862V1052;;1,00;0,01;USD;09.07.2021 0:00:00;Эмитенты с листингом в США
496;DVA;DaVita Inc.;Акции;Акции иностранного эмитента обыкновенные;;US23918K1088;;1,00;0,01;USD;26.04.2017 0:00:00;Эмитенты с листингом в США
497;DVN;Devon Energy Corporation;Акции;Акции иностранного эмитента обыкновенные;;US25179M1036;;1,00;0,01;USD;06.10.2016 0:00:00;Эмитенты с листингом в США
498;DWNI@DE;Deutsche Wohnen SE;Акции;Акции иностранного эмитента обыкновенные;;DE000A0HN5C6;;1,00;0,01;EUR;01.03.2021 0:00:00;Эмитенты с листингом в ФРГ
499;DXC;DXC Technology Company;Акции;Акции иностранного эмитента обыкновенные;;US23355L1061;;1,00;0,01;USD;31.08.2017 0:00:00;Эмитенты с листингом в США
500;DXCM;DexCom, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US2521311074;;1,00;0,01;USD;05.08.2019 0:00:00;Эмитенты с листингом в США
501;DY;Dycom Industries, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US2674751019;;1,00;0,01;USD;31.01.2019 0:00:00;Эмитенты с листингом в США
502;EA;Electronic Arts Inc.;Акции;Акции иностранного эмитента обыкновенные;;US2855121099;;1,00;0,01;USD;26.04.2017 0:00:00;Эмитенты с листингом в США
503;EAR;Eargo, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US2700871096;;1,00;0,01;USD;01.06.2021 0:00:00;Эмитенты с листингом в США
504;EAT;Brinker International, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US1096411004;;1,00;0,01;USD;04.12.2020 0:00:00;Эмитенты с листингом в США
505;EBAY;eBay Inc.;Акции;Акции иностранного эмитента обыкновенные;;US2786421030;ESVUFR;1,00;0,01;USD;28.11.2014 0:00:00;Эмитенты с листингом в США
506;EBS;Emergent BioSolutions Inc.;Акции;Акции иностранного эмитента обыкновенные;;US29089Q1058;;1,00;0,01;USD;28.02.2019 0:00:00;Эмитенты с листингом в США
507;ECL;Ecolab Inc.;Акции;Акции иностранного эмитента обыкновенные;;US2788651006;;1,00;0,01;USD;26.04.2017 0:00:00;Эмитенты с листингом в США
508;ECPG;Encore Capital Group, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US2925541029;;1,00;0,01;USD;31.10.2019 0:00:00;Эмитенты с листингом в США
509;ED;Consolidated Edison, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US2091151041;;1,00;0,01;USD;31.08.2017 0:00:00;Эмитенты с листингом в США
510;EDIT;Editas Medicine, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US28106W1036;;1,00;0,01;USD;31.10.2019 0:00:00;Эмитенты с листингом в США
511;EEFT;Euronet Worldwide, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US2987361092;;1,00;0,01;USD;05.08.2019 0:00:00;Эмитенты с листингом в США
512;EFX;Equifax Inc.;Акции;Акции иностранного эмитента обыкновенные;;US2944291051;;1,00;0,01;USD;06.10.2016 0:00:00;Эмитенты с листингом в США
513;EGHT;8x8, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US2829141009;;1,00;0,01;USD;31.10.2019 0:00:00;Эмитенты с листингом в США
514;EGP;EastGroup Properties, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US2772761019;;1,00;0,01;USD;04.12.2020 0:00:00;Эмитенты с листингом в США
515;EGPT0329;The Arab Republic of Egypt;Облигации;Облигации иностранного эмитента;;XS1953057061;;1,00;0,01;PCT;03.12.2019 0:00:00;Еврооблигации
516;EGPT0431;The Arab Republic of Egypt;Облигации;Облигации иностранного эмитента;;XS1980255936;;1,00;0,01;PCT;03.12.2019 0:00:00;Еврооблигации
517;EGRX;Eagle Pharmaceuticals, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US2697961082;;1,00;0,01;USD;31.10.2019 0:00:00;Эмитенты с листингом в США
518;EHTH;eHealth, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US28238P1093;;1,00;0,01;USD;31.10.2019 0:00:00;Эмитенты с листингом в США
519;EIX;Edison International;Акции;Акции иностранного эмитента обыкновенные;;US2810201077;;1,00;0,01;USD;26.04.2017 0:00:00;Эмитенты с листингом в США
520;EL;The Estee Lauder Companies Inc.;Акции;Акции иностранного эмитента обыкновенные класса A;;US5184391044;;1,00;0,01;USD;26.04.2017 0:00:00;Эмитенты с листингом в США
521;ELAN;Elanco Animal Health Incorporated;Акции;Акции иностранного эмитента обыкновенные;;US28414H1032;;1,00;0,01;USD;04.04.2019 0:00:00;Эмитенты с листингом в США
522;ELS;Equity LifeStyle Properties, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US29472R1086;;1,00;0,01;USD;04.12.2020 0:00:00;Эмитенты с листингом в США
523;EME;EMCOR Group, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US29084Q1004;;1,00;0,01;USD;18.05.2020 0:00:00;Эмитенты с листингом в США
524;EMN;Eastman Chemical Company;Акции;Акции иностранного эмитента обыкновенные;;US2774321002;;1,00;0,01;USD;26.04.2017 0:00:00;Эмитенты с листингом в США
525;EMR;Emerson Electric Co.;Акции;Акции иностранного эмитента обыкновенные;;US2910111044;;1,00;0,01;USD;06.10.2016 0:00:00;Эмитенты с листингом в США
526;ENDP;Endo International PLC;Акции;Акции иностранного эмитента обыкновенные;;IE00BJ3V9050;;1,00;0,01;USD;26.04.2017 0:00:00;Эмитенты с листингом в США
527;ENPH;Enphase Energy, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US29355A1079;;1,00;0,01;USD;29.07.2020 0:00:00;Эмитенты с листингом в США
528;ENR;Energizer Holdings, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US29272W1099;;1,00;0,01;USD;04.12.2020 0:00:00;Эмитенты с листингом в США
529;ENS;EnerSys;Акции;Акции иностранного эмитента обыкновенные;;US29275Y1029;;1,00;0,01;USD;18.05.2020 0:00:00;Эмитенты с листингом в США
530;ENSG;The Ensign Group, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US29358P1012;;1,00;0,01;USD;28.02.2019 0:00:00;Эмитенты с листингом в США
531;ENTA;Enanta Pharmaceuticals, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US29251M1062;;1,00;0,01;USD;28.02.2019 0:00:00;Эмитенты с листингом в США
532;ENTG;Entegris, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US29362U1043;;1,00;0,01;USD;18.05.2020 0:00:00;Эмитенты с листингом в США
533;ENV;Envestnet, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US29404K1060;;1,00;0,01;USD;11.06.2019 0:00:00;Эмитенты с листингом в США
534;EOAN@DE;E.ON SE;Акции;Акции иностранного эмитента обыкновенные;;DE000ENAG999;;1,00;0,01;EUR;01.03.2021 0:00:00;Эмитенты с листингом в ФРГ
535;EOG;EOG Resources, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US26875P1012;;1,00;0,01;USD;06.10.2016 0:00:00;Эмитенты с листингом в США
536;EPAM;EPAM Systems, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US29414B1044;;1,00;0,01;USD;31.01.2019 0:00:00;Эмитенты с листингом в США
537;EPAY;Bottomline Technologies (de), Inc.;Акции;Акции иностранного эмитента обыкновенные;;US1013881065;;1,00;0,01;USD;04.04.2019 0:00:00;Эмитенты с листингом в США
538;EPC;Edgewell Personal Care Company;Акции;Акции иностранного эмитента обыкновенные;;US28035Q1022;;1,00;0,01;USD;11.06.2019 0:00:00;Эмитенты с листингом в США
