Row;s_RTS_code;e_full_name;s_sec_type_name_dop;s_sec_form_name_full;s_zagolovok_adr;s_ISIN_code;s_CFI_code;s_trade_lot;s_step_price;s_currency_kotir;s_trade_in_date;Торговый календарь
1712;WWW;Wolverine World Wide, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US9780971035;;1,00;0,01;USD;04.04.2019 0:00:00;Эмитенты с листингом в США
1713;WY;Weyerhaeuser Company;Акции;Акции иностранного эмитента обыкновенные;;US9621661043;;1,00;0,01;USD;14.06.2017 0:00:00;Эмитенты с листингом в США
1714;WYNN;Wynn Resorts, Limited;Акции;Акции иностранного эмитента обыкновенные;;US9831341071;;1,00;0,01;USD;14.06.2017 0:00:00;Эмитенты с листингом в США
1715;XEL;Xcel Energy Inc.;Акции;Акции иностранного эмитента обыкновенные;;US98389B1008;;1,00;0,01;USD;14.06.2017 0:00:00;Эмитенты с листингом в США
1716;XM;Qualtrics International Inc.;Акции;Акции иностранного эмитента обыкновенные класса A;;US7476012015;;1,00;0,01;USD;18.06.2021 0:00:00;Эмитенты с листингом в США
1717;XNCR;Xencor, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US98401F1057;;1,00;0,01;USD;31.10.2019 0:00:00;Эмитенты с листингом в США
1718;XOM;Exxon Mobil Corporation;Акции;Акции иностранного эмитента обыкновенные;;US30231G1022;ESVUFR;1,00;0,01;USD;28.11.2014 0:00:00;Эмитенты с листингом в США
1719;XP;XP Inc.;Акции;Акции иностранного эмитента обыкновенные класса A;;KYG982391099;;1,00;0,01;USD;04.12.2020 0:00:00;Эмитенты с листингом в США
1720;XPEL;XPEL, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US98379L1008;;1,00;0,01;USD;10.11.2021 0:00:00;Эмитенты с листингом в США
1721;XPO;XPO Logistics, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US9837931008;;1,00;0,01;USD;31.01.2019 0:00:00;Эмитенты с листингом в США
1722;XRAY;DENTSPLY SIRONA Inc.;Акции;Акции иностранного эмитента обыкновенные;;US24906P1093;;1,00;0,01;USD;14.06.2017 0:00:00;Эмитенты с листингом в США
1723;XRX;Xerox Holdings Corporation;Акции;Акции иностранного эмитента обыкновенные;;US98421M1062;;1,00;0,01;USD;06.08.2019 0:00:00;Эмитенты с листингом в США
1724;XS0191754729;Gaz Capital S.A.;Облигации;Облигации иностранного эмитента;;XS0191754729;;1,00;0,01;PCT;15.10.2018 0:00:00;Еврооблигации
1725;XS0304274599;LUKOIL International Finance B.V.;Облигации;Облигации иностранного эмитента;;XS0304274599;;1,00;0,01;PCT;31.10.2018 0:00:00;Еврооблигации
1726;XS0885736925;Gaz Capital S.A.;Облигации;Облигации иностранного эмитента;;XS0885736925;;1,00;0,01;PCT;23.11.2018 0:00:00;Еврооблигации
1727;XS1577953174;Steel Funding Designated Activity Company;Облигации;Облигации иностранного эмитента;;XS1577953174;;1,00;0,01;PCT;31.10.2018 0:00:00;Еврооблигации
1728;XS1693971043;SIBUR Securities Designated Activity Company;Облигации;Облигации иностранного эмитента;;XS1693971043;;1,00;0,01;PCT;31.10.2018 0:00:00;Еврооблигации
1729;XS1752568144;PhosAgro Bond Funding Designated Activity Company;Облигации;Облигации иностранного эмитента;;XS1752568144;;1,00;0,01;PCT;31.10.2018 0:00:00;Еврооблигации
1730;XYL;Xylem Inc.;Акции;Акции иностранного эмитента обыкновенные;;US98419M1009;;1,00;0,01;USD;26.10.2016 0:00:00;Эмитенты с листингом в США
1731;Y;Alleghany Corporation;Акции;Акции иностранного эмитента обыкновенные;;US0171751003;;1,00;0,01;USD;11.06.2019 0:00:00;Эмитенты с листингом в США
1732;YELP;Yelp Inc.;Акции;Акции иностранного эмитента обыкновенные;;US9858171054;;1,00;0,01;USD;04.04.2019 0:00:00;Эмитенты с листингом в США
1733;YETI;YETI Holdings, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US98585X1046;;1,00;0,01;USD;31.10.2019 0:00:00;Эмитенты с листингом в США
1734;YEXT;Yext, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US98585N1063;;1,00;0,01;USD;31.10.2019 0:00:00;Эмитенты с листингом в США
1735;YNDX;Yandex N.V.;Акции;Акции иностранного эмитента обыкновенные класса A;;NL0009805522;;1,00;0,01;USD;06.12.2021 0:00:00;Эмитенты с листингом в США
1736;YUM;Yum! Brands, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US9884981013;;1,00;0,01;USD;01.06.2017 0:00:00;Эмитенты с листингом в США
1737;YUMC;Yum China Holdings, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US98850P1093;;1,00;0,01;USD;18.05.2020 0:00:00;Эмитенты с листингом в США
1738;YY;Citibank, N.A.;Депозитарные расписки;Депозитарные расписки иностранного эмитента на акции обыкновенные класса A;Депозитарные расписки Citibank, N.A., удостоверяющие права в отношении обыкновенных акций класса A  JOYY Inc.;US46591M1099;ESVUFA;1,00;0,01;USD;26.08.2016 0:00:00;Эмитенты с листингом в США
1739;Z;Zillow Group, Inc.;Акции;Акции иностранного эмитента обыкновенные класса C;;US98954M2008;;1,00;0,01;USD;05.08.2019 0:00:00;Эмитенты с листингом в США
1740;ZBH;Zimmer Biomet Holdings, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US98956P1021;;1,00;0,01;USD;01.06.2017 0:00:00;Эмитенты с листингом в США
1741;ZBRA;Zebra Technologies Corporation;Акции;Акции иностранного эмитента обыкновенные класса A;;US9892071054;;1,00;0,01;USD;31.01.2019 0:00:00;Эмитенты с листингом в США
1742;ZD;Ziff Davis, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US48123V1026;;1,00;0,01;USD;31.01.2019 0:00:00;Эмитенты с листингом в США
1743;ZEN;Zendesk, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US98936J1016;;1,00;0,01;USD;04.04.2019 0:00:00;Эмитенты с листингом в США
1744;ZG;Zillow Group, Inc.;Акции;Акции иностранного эмитента обыкновенные класса A;;US98954M1018;;1,00;0,01;USD;05.08.2019 0:00:00;Эмитенты с листингом в США
1745;ZI;ZoomInfo Technologies Inc.;Акции;Акции иностранного эмитента обыкновенные класса A;;US98980F1049;;1,00;0,01;USD;04.12.2020 0:00:00;Эмитенты с листингом в США
1746;ZIM;ZIM Integrated Shipping Services Ltd.;Акции;Акции иностранного эмитента обыкновенные;;IL0065100930;;1,00;0,01;USD;26.10.2021 0:00:00;Эмитенты с листингом в США
1747;ZIMV;ZimVie Inc.;Акции;Акции иностранного эмитента обыкновенные;;US98888T1079;;1,00;0,01;USD;22.03.2022 0:00:00;Эмитенты с листингом в США
1748;ZION;Zions Bancorporation, National Association;Акции;Акции иностранного эмитента обыкновенные;;US9897011071;;1,00;0,01;USD;14.06.2017 0:00:00;Эмитенты с листингом в США
1749;ZIP;ZipRecruiter, Inc.;Акции;Акции иностранного эмитента обыкновенные класса A;;US98980B1035;;1,00;0,01;USD;26.05.2021 0:00:00;Эмитенты с листингом в США
1750;ZM;Zoom Video Communications, Inc.;Акции;Акции иностранного эмитента обыкновенные класса A;;US98980L1017;;1,00;0,01;USD;05.08.2019 0:00:00;Эмитенты с листингом в США
1751;ZNH;The Bank of New York Mellon;Депозитарные расписки;Депозитарные расписки иностранного эмитента на акции обыкновенные класса H;Депозитарные расписки The Bank of New York Mellon, удостоверяющие права в отношении обыкновенных акций класса H  China Southern Airlines Company Limited;US1694091091;ESVUFA;1,00;0,01;USD;09.07.2018 0:00:00;Эмитенты с листингом в США
1752;ZS;Zscaler, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US98980G1022;;1,00;0,01;USD;11.06.2019 0:00:00;Эмитенты с листингом в США
1753;ZTS;Zoetis Inc.;Акции;Акции иностранного эмитента обыкновенные;;US98978V1035;;1,00;0,01;USD;14.06.2017 0:00:00;Эмитенты с листингом в США
